"completion","prompt"
" 1","От: DESK НА E-MAIL Промоции МЕНИДЖЪР международни / НАГРАДА ЗА ВЪЗЛАГАНЕ ОТДЕЛ, MICROSOFT CORPORATION Световна лотарийна Обединеното KINGDOM.61-70 Саутхемптън ROW Bloomsbury LONDON ОБЕДИНЕНОТО КРАЛСТВО WC1B 4AR.
Референтен №: 875061725/07
ПАРТИДЕН NO: 505649092/188
Победата NO: PB8701/LPRC
Победител: No17
ЕЛЕКТРОННИ EMAIL награда Спечелване на съобщението за връчването на наградата CENTER: Великобритания
Уважаеми WINNER,
MICROSOFT CO-операция по управление в световен мащаб, имаме удоволствието да Ви съобщим, че сте носител на годишната ни MS-WORLD лотария (MEGA джакпот ТОТО ПРОГРАМА), проведени на: 30-ти май 2011 г.
ВАШИТЕ ЛИЧНИ E-MAIL адрес или по електронна поща на компанията е прикрепен към MSWLL тази година. Със сериен номер 7741137002 Дрю късмет номера 5-13-33-37-42 И впоследствие спечели в първата категория лотарията. Следователно ИМАТЕ са одобрени за еднократни суми от $ 1,000,000 (един милион долара щатски долара), дължими В брой, кредитирани FILE REF NO: ILP / HW 875061725/07 Това е от Общият награден фонд от $ 25.000.000 USD, поделени между двадесет- пет (25) LUCKY МЕЖДУНАРОДНИ победителите в първа и втора категория.Всички участници бяха избрани от целия свят компютърна система гласуването ЧРЕЗ КОМПЮТЪРЕН Нашата система за гласуване, извлечени от 21000 ИМЕНАТА, 3000 имена от всеки континент (Канада, Азия, Австралия, Съединените членка, ЕВРОПА, СРЕДЕН ИЗТОК, АФРИКА и Океания, като част от международните "" E-MAIL ""ПРОМОЦИИ програма, която се провежда ежегодно за нашите видни MS-Word потребители от цял ​​свят да НАСЪРЧАВАНЕ ИЗПОЛЗВАНЕТО НА Интернет и компютри по целия свят.
Вашият фонд (сертифициран чек) е било осигурено С ВАШЕТО REF NO: ILP/HW-475061725/07 И ще бъде готов за прехвърлянето му като веднага след като се свържем с Вас Вашият иск агент DR SMITH WALKER. Вашият E-MAIL адрес ТРЯБВА ДА СЕ ИЗПОЛЗВА В цялата кореспонденция с вашите претенции ДЛЪЖНОСТНО ЛИЦЕ, МОЛЯ ИМАЙТЕ ПРЕДВИД, ЧЕ ВИЕ СТЕ ЗА КОНТАКТИ вашите претенции офицер по електронна поща или по телефона, тъй като ние сме насърчаване на използването на електронна поща. Също така имате право да му се обадя, за да потвърдите печалби и държавните данъчни плащане, това е всичко, тъй като той ще ви осигури необходимите детайли за това как да претендира за вашата награда. Като част от нашата сигурност протокол да цитирам това обезпечение MSW/MAY/XX07 код на претенции за Вашият консултант. ТОВА Е ЗА ПРЕДОТВРАТЯВАНЕ измама.Свържете се с вашите претенции офицер АГЕНТ в Обединеното кралство.
ИМЕ: DR. SMITH WALKER
Email:
msnclaimagent@gmail.com
Тел.:             +447031928715
ЗАБЕЛЕЖКА: За да се избегнат грешки, моля, не забравяйте да цитирам Ваша информация и партидни номера И своя код за достъп НА MSW/MAY/XX07 ВЪВ ВСИЧКИ съответствие с ВАШИТЕ ПРЕТЕНЦИИ ДЛЪЖНОСТНО ЛИЦЕ. НЕ ОТГОВОР НА ДРУГИ поща като този ON NET, тъй като са МНОГО НА Scam художник там, преструвайки се на US.YOU може да видите поща, като това не отговаряйте. DO КОНТАКТИ ИСКОВЕ ДЛЪЖНОСТНО ЛИЦЕ, DR. SMITH WALKER в Обединеното кралство. Вие ще бъдете помолени да се дадат някои ДЕТАЙЛИ И КАКТО И ДА ЗНАЕШ НА СТРАНАТА НА плащане на ЦЕНТЪР, а също и за да може Службата PROCEED С печелившата сертификата и файла на отчетност.
Поздравления, още веднъж от цялата ръководството и персонала на Microsoft CO-, на всички наши щастливите победители. БЛАГОДАРЯ ВИ ЗА ЧАСТ НА ТОЗИ промоционална програма лотария. Нашите специални благодарности и признателност към ВСИЧКИ асоциирани предприятия, за облекчаване на бедността около света.
Искрено.
MRS Бет НАСТРОЕНИЕ
Г-ЖА TAKIYYAH A'ISHAH
(CO-COORDINTOR).
ЛОТАРИЯ СПОНСОРИ: ГЛАВЕН СПОНСОРИ;
MICROSOFT CORPORATION Великобритания, Microsoft Corporation Африка,
Microsoft Corporation САЩ, Microsoft Corporation Азия
Предишните победители              "" Това измама ли е???"""
" 1","Меня зовут Виктория Азарова, мне 31 год,  родилась и проживаю в Новосибирске. По образованию я обычный бухгалтер, но последние несколько лет своей жизни стaбильно зарaбатываю в интернете и живу исключительно за счет дoхода из сети.
Рассказать о своей жизни мне особо нечего, я обычный человек, как Вы и миллионы других людей. Были в моей жизни взлeты, были и продолжают случаться, к нeсчастью, падения. Но что тут скажешь - это просто жизнь и она не всегда оправдывает наши ожидания.
На данный момент я aктивно развиваю бизнeс в интернете и помимо зарaботка на сервисе Qnits владею небольшим интернет-магазином, веду свою информационную рассылку, а также  занимаюсь обучeнием и консультациями по зарaботку в интернете для всех желающих, что приносит мне от 500000 рублeй чиcтой прuбыли ежeмесячно.
подробнее      http://link.1singapure.ru/campaigns/za854oprjp4df/track-url/zx6655wf6v35f/6b0db2c11e9684b46804369f94bd87e688b22059
С уважением.
Вы получили это сообщение, т.к. ранее подписались на рассылки автора INFO
(Дата подписки: 29/03/2016).
Если Вы желаете отказаться от дальнейших рассылок автора, то, пожалуйста, нажмите ссылку для отписки.
Отписаться или пожаловаться"
" 1","Здравствуйте,
Я миссис морской Agogue, я женат на Agogue Питер. Не имея семью, потому что мой муж и я не имел детей до смерти, я принял решение завещать все мое наследство составляет $ 6500.000 млн фунтов на благотворительность или лица, с хорошим характером, так что деньги используются для создания детского дома, больницы или любое другое действие происходит в области благотворительных усилий, чтобы лишить наследства ребенка.
Я не хочу, чтобы мои деньги, которые будут управляться эгоистичным, потому что к сожалению, вы и я знаем, что наши лидеры не добрые нравы и мои деньги могут быть найдены в их счета за рубежом или быть использованы для покупки роскошных резиденций или удовлетворить любые желания такого рода, а не быть использованы, чтобы помочь детям из бедных семей, как я хочу.
Деньги на хранение в банк здесь, где я в настоящее время reside.l нужны деньги будут инвестированы с умом в областях, упомянутых выше, чтобы моя цель сделать небольшую помощь нуждающимся не будет достигнуто.
Если вы знаете, с хорошим характером и благотворительность или человек, работающий для неимущих и детей, со страхом Божиим, не стесняйтесь обращаться ко мне как можно скорее, потому что я очень слабый от болезни, но не знаю, если я возьму2 месяца я получил.
Я знаю, что не могут быть открыты для меня врата рая, но по крайней мере, я бы чистой совестью, зная, что я могу помочь немного, чтобы сделать этот мир лучшим местом, чтобы жить правильно.
Пусть Бог благословит вас.
Г-жа морской Agogue"
" 1","ВНИМАНИЕ: щастлив победител,
С настоящето Ви информираме, че офиса ни като регионален координатор на
Microsoft Канада Западна Тото 6 / 49 вилно по региони са
надлежно уведомен за вашата победа. Аз съм г-н Холис Брайън на ценни
агент се дава на вашия случай.
Трябва да са одобрени да претендира за цялата сума от $ 500,000.00
USD (петстотин хиляди САЩ долара) в брой, кредитирани
файл код: ILP / ТВ 4905/10 от общата парична награда от $ 5,000,000.00
обмен между десет щастливци в тази категория. Всички участници
бяха избрани чрез компютърна система гласуването изготвен формуляр Девет
хиляди Е-мейл адреси от Канада, Австралия, САЩ
Членки, Азия, Европа, Близкия Изток, Африка и Океания, като част от нашата
международни промоции програма, която се провежда ежегодно.
Тази промоция е повишен и спонсорирана от конгломерата на някои
мултинационални компании като част от тяхната социална отговорност на
гражданите в общностите, където те имат оперативната база. Още
повече вашите данни (имейл адрес) попада в нашите африкански
представителен офис в Лагос, Нигерия, както е посочено в нашите изготвя
купон и наградата си от $ 500,000.00 USD ще бъдат освободени, за да ви от
този регионален офис в Нигерия.
Вие сте длъжни да изпращат информацията по-долу да ми даде възможност процес
прехвърлянето на своята награда профила си от плащане на нашата банка.
Уверете се, че цялата информация е вярна и на най-добрите си познания
за да се избегне прекратяването на своята награда.
1. Трите имена:
2. Пълен адрес:
3. Телефонен номер:
4. Държава:
5. Вашето Име на банката:
6. Адрес на банката:
7. Номер на сметка:
8. Допълнителна информация банка:
От съображения за сигурност, ние съвети на всички победители да запази тази информация
поверителни от обществото, докато искането ви да се обработва и си
награда пуснати за вас. Това е част от нашата сигурност протокол за избягване на
двойно твърдение или да се възползват от тази програма от
не-участник или неофициални персонал.
Още веднъж поздравления!
Г-н Холис Брайън
(Fiduciary Вземания представител)
+234-7092561611"
" 1","Привет мой дорогие,
Я мисс любит, я хотел бы знать больше о вас, пожалуйста, никогда не видим, чтобы контакты мне через электронную почту (lovethlnkaje20@hotmail.com), что позволит мне объяснить себя Вам, я буду также отправить мою фотографию для вас знать, с кем я есть. Спасибо и остаются Блаженного.
Привет
Мисс любит.
[lovethnkaje20@hotmail.com]"
" 1","Уважаемые  ,
Я адвокат Харрисона Эго, адвокат закона. Сделать предложение для Вас в связи с кончиной г-н D .E А.... , который был моим клиентом до его смерти, оставив какие-то огромные суммы денег USD 13580000 в банке. После неудачной попытки найти связь там, я решил связаться с вами.
Пожалуйста, дайте мне ваш адрес электронной почты отличается от контактов с целью улучшения коммуникации и подробностей по данному вопросу. Для получения дополнительной информации, пожалуйста, свяжитесь с нами через наши камеры / почтовая служба: (barris.harrisonego@gmail.com)
Спасибо за ваш быстрый ответ.
Г-жа Felicia Матиас (секретарь).
Кому: Харрисон (эсквайр).
(Главный прокурор)
КОЖО & ПАРТНЕРЫ.
РУП 22 FIATA BOULEVAD,
Ломе Того.
Электронная почта: [barris.harrisonego@gmail.com]"
" 1","Уважаемый победитель,
Мы просьба сообщить вам сегодня 1 марта 2011, Это ваш электронный адрес выиграл сумму $ 1,000,000,00 USD (Один миллион Организации Объединенных Доллары США только) из австралийской Международной лотереи Program.To получить эту сумму, с вами свяжется переводящий банк, где это Лотерея года был согласован вместе с ниже информацию по:
Наименование банка: Access Bank Plc, Официальный Email: [acceeesssbank@gmail.com] Официальная линия: +2348038760652
Претензии Требования:
Количество билетов: 4700172507056490102 & Серийный номер 7741134002nd Это Счастливые номера Пакетная Оказывает следующим образом 5-13-33-37-42 и бонусный номер 17
1.Full названий:
2.Nationality:
3.Age:
4.Sex:
5.Contact Адрес:
6.Telephone номер:
7.Occupation:
С уважением,
Mrs. Linna Мартинс.
Координатор.
Не отвечайте на это письмо, ответ на [acceeesssbank@gmail.com]"
" 1","Здравствуйте,
Miss.Betey это имя Мое, Я получил ваш контакт (
www.google.ru
) Детали и мне интересно знать, вы & время дружил с вами. Буду признателен, если бы мы познакомиться как можно скорее, вы можете связаться со мной через моего частного электронной почты указано ниже, с тем чтобы мы могли лучше узнать друг друга лучше.
Моя электронная почта (beteyuta1@yahoo.com)
Я очень верю, что мы можем начать отсюда, поскольку она занимает одно знать кого-то. Я хочу, чтобы вы поняли, что раса или расстояние не имеет значения, но любящие и заботливые вопросы, многое в жизни. Я с нетерпением ожидаю услышать от вас soonest.so, что я смогу отправить вам мою фотографию
С уважением,
Мисс Betey."
" 1","Claim Notification
Email: [pacificonsults@ozu.es]
Ваш адрес электронной почты был выбран в качестве победителя в Испании Email Лотерея International, Spain. вы выиграли 950,000.00 евро зачисленных на счастливый номер ссылки EGL / 417331247 / 11 Билет No 474 589 747 К файлу для вашего требования, Контактное лицо г-н Карлоса Переса Фернандо международного Лото электронный адрес: [pacificonsults@ozu.es]
Телефон : +34-664-170-816"
" 1","Добрый день мои дорогие
Я надеюсь, у прекрасных порядке, дорогая моя любовь не может быть найден на улице, вы должны попробовать построить ее с кем-то. Цель социальной романтическим челов&#1077!
;ком, я люблю таких качеств в очень хорошей, любящей заботы man.cheerfulness, благородства, честной, понимая, любящей заботы общественного человека. Я стараюсь простить каждого чел&#10!
86;века, но эт!
о
зависит от человека. Но я думаю, что я могу простить моих любимых one.i люблю солнечную погоду летом. у нас нет постоянного хобби, потому, что в нашей жизни сегодня, есть мног&#10!
86; интересных вещей, что это почти невозможным, чтобы посвятить все время что-то вы хотите, каждая вещь также зависит от моего настроения. Я тоже люблю ПЭТ Я кошку со мной!
. Цель ищет &#!
1095;&#1
077;ловека, с которым я чувствовал себя как моя настоящая женщина, я хочу сказать человеку, что я буду тратить на всю жизнь. Этот человек должен хотят иметь отношения взаи&#!
1084;ного понимания любви без каких-либо проблем, пожалуйста, пришлите мне Ура адрес электронной почты, так что я могу отправить свои фотографии U другие подробности мое&#1!
075;о я не заб&#1086!
;т
ятся о Ура возраста или расстояния, помню U можно построить еще Ur Love Again поэтому мои дорогие позволяют строить его вместе с одной любви доверие. Также помните, что любовь и б&#1088!
;ак не в счет или знать, если вы стары или молоды."
" 1","Уважаемый победитель,
Мы рады сообщить вам, что вы один из 5 счастливых победителей в Euro Milliones Lottery International Email Address проведённой 11/01/2011 года, среди имён и адресов электронной почты со всего мира, результат был получен 27/01/2011 года.  Все 5 выигрышных адресов были отобраны в произвольном порядке из партии 50.000.000 международных адресов электронной почты. Aдрес Вашей электронной почты выпал в 2 категории в Euro Milliones Lottery Draw.
Победителю этой категории должно быть выплачен  €950,000.00.Нижеследующие сведения - Ваши персональные данные для заявки о выигрыше: (1 серийный:  No: EGL / 417331247 / 11, (2) Билет:  No: 474 589 747
русскоговорясчии агент : Карлос Перес Фернандо. електронныи адрес: [pacificonsults07@gmx.com] Контактный телефон: +34- 672-518- 447
Эти данные являобязательными.
1. Имя Фамилия, 2. Пол, 3. телефонный номер
С наилучшими пожеланиями,
Анна-Мария САЛЬГАДО
(Исполнительный секрета Генеральный Менеджер)
(Email: (pacificonsults07@gmx.com)"
" 1","Привет
Мое имя мисс пользу Франка, я увидел свой профиль и и ваш адрес электронной почты в один я сайт очень интересный в вас, вы знаете Любовь дает нам энергию для жизни, я очен&#!
1100; активный человек, поэтому у меня много интересов, Мне нравится путешествовать, В свое свободное время я люблю читать книги и слушать музыку, люблю домашних животны&#1!
093;. Я думаю, ч&#10!
90;&#108
6; одна из моих главных
качества оптимизма. Я уверен, что все это делается, что это
делается к лучшему, я уверен, что она не может быть наоборот, я
всегда стараюсь взять себя в руки, и это всегда помогает мне достичь
моя цель, я очень добрая и всегда готова помочь людям, я хочу хороший человек, который будет моя жизнь партнера из любой точки мира, что является причиной, почему я ищу, и &!
#1090;еперь Бог подготовил для меня как моя жизнь партнера, примите мою озабоченность, Наружная
Красота не то, что я ищу, я вижу, сверх того, что видно
Глаз, красота я ищу это изнутри, из сердца, я не
поиски человека, я могу жить, я ищу человека, которого я не могу жить
с Out! Любовь не найти идеального человека, он видит
несовершенный человек прекрасно! Я ищу человека, чтобы гордиться,
доверие и любовь, пожалуйста, попробуйте написать мне сегодня хорошо, надеемся услышать от вас, Меня зовут Франк пользу, благодаря
мои дорогие, вышлите ваш адрес электронной почты и для меня, чтобы отправить свои фотографии вам Have A Nice Day.
Следует также помнить, дорогие мои, что и не может найти любовь на улице, необходимо построить его с кем-то, так что моя дорогая позволяющий строить его вместе с одной л&#11!
02;бви, истины trusth"
" 1","ОФИЦИАЛЬНОЕ УВЕДОМЛЕНИЕ О ВЫИГРЫШЕ!!!
Мы рады сообщить вам, что вы один из 5 счастливых победителей в Euro Milliones Lottery International Email Address проведѐнной 03/02/2011 года, среди имѐн и адресов электронной почты со всего мира, результат был получен 15/02/2011 года. Все 5 выигрышных адресов были отобраны в произвольном порядке из партии 50.000.000 международных адресов электронной почты. Aдрес Вашей электронной почты выпал в 2 категории в Euro Milliones Lottery Draw. Победителю этой категории должно быть выплачен €552.304,67.Нижеследующие сведения - Ваши персональные данные для заявки о выигрыше:
http://www.euromillones.com.es/resultados-anteriores.php
(1 ) Выиграшный номер: 19-36-38-44-46
(2 ) Номер референции: EOIM – 7-8
(3) Билет №: ESP-C4809677KA
(4) номер: ESP-18600MU/111/EU
(5) Ref No: LOTTO/EU2/DL/ESP/2011
Эти данные являобязательными.
1. Имя Фамилия
2. Пол
3. телефонный номер
4 гражданств
5. серийный номер
6. выиграл сумму
С уважением,
Анна Васкез
Исполнительный Директор."
" 1","Мене звати міс Радість Бенсон. Через те, що я побачив у вашому профілі (
www.rusbrides.org.ua)
,
Я думаю, ви та людина, я дійсно хочу провести моє життя с.
Ви знаєте, любов це все
ми повинні йти вперед, в будь-яких відносинах,
так дозволяє почати з here.So будь ласка зв'яжіться
мені через мого приватного адреси з тим, щоб ви знаєте краще за мене, (joy_benson1985@yahoo.com) ...
Я чекаю почути ваші милі відповідь скоро ..."
" 1","From: AUSTRALIAN LOTTERY INC <damonfat@aol.com>
Справка: серия 435062725: нет нет 7050470902/189 выигрывая: GB8101/LPRC
Мы довольный для того чтобы сообщить вы вашего приза что было выпущено сегодня от австралийской международной программы лотереи. Вы были одобрены этой круглой суммой $ 200.000.00 USD (200 ТЫСЯЧ ДОЛЛАРЫ) в наличных деньгах, архиве кредита: MPL/HW 47509/09.
КАК ВОСТРЕБОВАТЬ ВАШ ПРИЗ: Как раз контактируйте наш доверенн агент, OBI REV МАЙК для того чтобы х анить для вашей заявки, пошлите ваши выигрывая детали, которая включает ваши справку, серию, выигрывая номер и телефонный номер к ему через адрес электронной почты. электронная почта: [revobimike_1978@yahoo.com]
Поздравления снова на ваш выигрывать! Самые лучшие отношения
(координатор)."
" 1","ЗДРАВСТВУЙТЕ
Меня зовут пропустите подарок я видел ваш профиль сегодня в (
www.dating.lovedove.ru
) и Фонд вас достоин быть мины, как кто-то кому я могу заложить на руки до тех пор, как любовь беспокойство, заботу и teassing вас всех всю ночь, и, л будет также хотелось бы узнать вас больше, и л хочу вас отправить письмо на мой адрес электронной почты, так л может дать вам мое изображение для вас знать, с кем ч. л. Вот мой электронный адрес (giftsiako_20006@yahoo.com) Я считаю, что мы можем двигаться отсюда!
Я ждут вашу почту на мой адрес электронной почты выше.
Мисс подарок
(Помните расстояние или цвет кожи не имеет значения, но любят вопросов много в жизни)"
" 1","Поздравление: Ваш электронный адрес выиграл $ 820,000.00 USD канадской лотереи.
Канадская Лотерея (знания Лото)
Штаб-квартира: 1a, Carlton Бексон суд
Ноттингем графства Эссекс NG4 1SQ
Великобритания
Победа уведомления
Уважаемый победитель,
Мы с радостью сообщить вам результат Национального Лото 6 / 49 тиражей лотереи состоится в Вторник, 22 июня 2010, в Эссексе Великобритания и Онтарио, Канада.
Все участники были отобраны случайным образом из-сайте Всемирной паутины через компьютерные системы ничьих и извлеченной из свыше 10,000,00 компаний и личных адресов электронной почты, который свой адрес электронной почты выиграл.
К файлу для вашего требования, пожалуйста, свяжитесь с нашим соответствующим агентом в Африке немедленно, Вы читаете это сообщение для быстрого и срочного выпуска вашего фонда, контактная информация приведена ниже: -
Название: Хасан Агент Фади, Email: [agentfadihassan@gmail.com] Контакт нет: +2348065450501
Вам необходимо связаться с агентом с информацией ниже.
1) Ваше имя ..................
2) Ваш адрес ..................
3) Телефон ..............
4) Семейное положение ...................
5) Возраст .....................
6) Гендерные ..............
7) Занятие ..............
8) Национальность ...............
9) Номер счета ..............
10) Название банка и адрес .....................
11) Дата рождения ..............................
13) Язык ..............................
Поздравления еще раз от всех членов и сотрудников в рамках этой программы все, что успешно выиграла этот конкурс и благодарим Вас за участие в нашей рекламной программы лотереи.
С уважением,
Г-жа Смит конфеты.
Служба поддержки: 680 НКА 85914"
" 1","Здравствуйте
Как вы делаете в жизни, я хочу представить себя мое к вам, прежде чем я мог бы пойти дальше, я дама по имени Ребекка я пришел через вашу контактную dating.lovedove.ru в котором действительно звучат так интересно вас так я решил падение записке к тому, чтобы вы знали, что Я, заинтересованных в Вас за дружбу, которая может привести к серьезным отношений. Пожалуйста, если вас интересует, как я будут вам по электронной почте мне на мой электронный адрес так, что я могу послать вам свои фотографии и рассказать вам больше о себе. (rebeccagodwill@yahoo.ca) является мой электронный утра я в ожидании получения ответа от Вы
Ваш новый feiend
Ребекка
БЛАГОДАРИМ"
" 1","NOKIA СОДЕЙСТВИЕ БЕСПЛАТНО AWARD ONLINE МКП
110-Саут-стрит Юто
Балтимор, Мэриленд 21201 США
Совет директоров, члены персонала и Интернет Nokia Международный информационно-пропагандистскую деятельность Департамента NOKIA CORPORATION компании, хотел бы поздравить вас с успешным как один из наших десяти (10) STAR ПРЕМИИ
Победители в 2010 году этот год NOKIA США по международной информационно-пропагандистскую деятельность (IAP), которая состоялась в Соединенных Штатах Америки.
Это делает Вас счастливым обладателем денежного приза в US1, 000,000.00 (один миллион долл. США). Вы получили от суммы. Для того, чтобы выкупить ваш выигрыш у г-на Джорджа КИЕВСКИЙ, NOKIA претензий менеджером следующие данные. Отправлено по электронной почте на:
Г-н Джордж КИЕВСКИЙ. DIRECT EMAIL: [georgeklev@aol.com] Частные: [georgemark_50@yahoo.com]
Претензии Требования к кандидату:
1. Название :_______________________________
2. Адрес :_________________________________
3. Национальность :________________ Секс :___________
4. Возраст :________ Дата рождения :__________________
5. Занятие :______________ боевых Status______
6. Сотовый телефон :________________ Факс :____________
7. Государство происхождения :______________ Страна :_______
Мы заплатили за страховой взнос, оформление сертификата. Плата только вы должны платить составляет $ 585, чтобы получить официальное подтверждение претензии от министерства юстиции США который знаменует вас, как официальный получатель добросовестного
суммы, которую банк должен определить Вам, прежде чем они передачи вашего фонда. Эта плата будет выплачиваться непосредственно в нашу юридическую фирму здесь, в Соединенных Штатах Америки. После подтверждения вашего принятия решений оплаты, детали и инструкция будет предоставлена к Вам от нашего юридического отдела через г-на Джорджа М. КИЕВСКИЙ."
" 1","Здравствуйте,
Надеюсь, что вы делаете только штраф за there.My зовут Abeta. Я просто хочу, чтобы вы узнали о том, что л пришли через свой профиль и ваш почтовый ящик adderss from.dating сайт после происходит через него найдено л intresting вы, надеюсь, вы не возражаете.
Если вы, заинтересованных в получении более обо мне и для меня послать Вам мою фотографию, просто не стесняйтесь связаться со мной в моей частной почты на addresse (abetapowell@yahoo.com)
Надежды услышать от Вас в ближайшее время, имеют хороший день и остаться благословил.
Abeta,"
" 1","Поздравляю вас,
Ваш адрес электронной почты WON ДЛЯ ВАС общую сумму в $ 945000USD.THIS было сделано через ПЕРИОДИЧЕСКОГО Электронный Случайная выборка EMAIL.
ВЫ были отобраны среди 2 счастливых победителей в этом году. POWER BALL Лото компания ""Лондон.
NAME ........................
AGE ...........................
SEX ..........................
СТРАНА ......................
ТЕЛЕФОН .........................
Должность ....................
YOURS агентом требований,
Даниэль PARK
POWER BALL КОМПАНИЯ Лото Лондон
[lotto55555@yahoo.com]"
" 1","привет моя дорогая
как же ты там делаешь я видел ваш профиль сегодня я выбрать очень счастлив в своем профиле I
хотел, чтобы вы отправить мне вашу электронную почту, чтобы мой почтовый ящик так, чтобы я дам вам свой прекрасную картину
чтобы вы знали, меня это мой адрес электронной почты (Faithjohnson2015@yahoo.co.uk)"
" 1","США INTER-ЛОТЕРЕИ AWARD 2010
МЕЖДУНАРОДНЫЙ повышению информированности
611 Е. шестой стрит
Остин, Техас 78701
Draw дата: 30/04/2010
ПОБЕДА УВЕДОМЛЕНИЯ:
Ваш адрес электронной почты только что выиграл вам в $ 500.000.00 (Пятьсот тысяч долларов только) в США INTER-ЛОТЕРЕИ AWARD 2010. Связаться с этим служба и ваши претензии агента подробнее: Harry Pepple Tel: +111-567-9733 Email: (WINNING@usainterlottery.com) Еще раз поздравляю. Ваш адрес электронной почты принесли вам это ожидаемое счастье.
Обрати особое внимание Ваш ответ должен быть направлен (WINNING@usainterlottery.com), а сообщения, отправленные на любой другой адрес, не будут выполнены.
MRS. CAROL СМИТ
(Лотерея координатор)
США Inter-лотереи"
" 1","Как вы делаете? Я надеюсь, что все идет хорошо с вами. пожалуйста, не будет сюрпризом, чтобы получать мои сообщения в вашем почтовом ящике, я получил свой адрес электронной почты через episody, который был направлен на мой электронный адрес, поэтому я решил написать вам, но прежде чем я продолжу, я хотел сказать вам, имя мое, я мисс радость omaro. Я буду очень рад видеть вас в качестве моего хорошего друга, потому что тепло присутствие друга приносит радость в наши сердца, солнечного света в наших душах, и радость всей жизни. пожалуйста, напишите мне обратно, чтобы мы могли представить себя в более лучше, а мысли акций и фотографии с любовью, честным и faithfullness.
Спасибо за Ваш ответ.
с искренним уважением
радость
[joy.omaro@yahoo.com]"
" 1","Die Зюддойче Klassenlotterie!
SKL-Гюнтер, Kronach Str.60
D-96052 Bambergm
Германия
Http: / /
www.skl.de/
Справка: SKL/Millionenformel/05/1288
Лот: SKL/25/8787
Уважаемый победитель,
Настоящим уведомляем Вас, что Ваш адрес электронной почты ID при выигрышный номер DDN534FHK, только что выиграл приз в размере семисот тысяч евро (EUR â‚¬ 7000000), 2010 лотереи поощрения который организует Зюддойче Классен Lotter поощрению инк Как получить выигрыш: Вы находитесь в контакте с Зюддойче Классен Lotter (SKL) лицензии агента Требования и выплаты необходимо отправить к нему С победой над идентификационных номеров Связаться с ним свой адрес электронной почты:
E-Mail: [drklose55@gmail.com]  Название: д-р Андерсон Клозе
FULL NAME ............
ДАТА РОЖДЕНИЯ ........
АДРЕС ..............
SEX ..........
AGE ..........
ГРАЖДАНСТВО ..........
Должность ...........
ТЕЛЕФОН ............
ДАТА .........
Победитель REF / BATCH N / IDS
Вам рекомендуется строго придерживаться этих Процедуры, чтобы избежать дисквалификации и последующей Заморозка ваших призовых денег.
С уважением,
Г-жа Вера Бент
(Lotter Зюддойче Классен (SKL) Игры / Лотерея координатор).
ПОЗДРАВЛЕНИЯ"
" 1","дорогой
пожалуйста, я женщина, мы можем быть друг? Я надеюсь, вы согласитесь быть моим другом, имеют хороший день Джульетта"
